insurer,proposal_file,proposal_variant,row_id,coverage_name_raw,amount_raw,premium_raw,pay_term_raw,maturity_raw,renewal_raw,notes
HANWHA,한화_가입설계서_2511.pdf,,32,암(갑상선암및전립선암제외)다빈치로봇수술비(1회한)(갱신형),"1,000만원",232원,100세만기 / 전기납 / 10년갱신,,(갱신형),
HANWHA,한화_가입설계서_2511.pdf,,33,갑상선암및전립선암다빈치로봇수술비(1회한)(갱신형),500만원,29원,100세만기 / 전기납 / 10년갱신,,(갱신형),
HANWHA,한화_가입설계서_2511.pdf,,34,뇌혈관질환수술비(수술1회당),500만원,"1,900원",100세만기 / 20년납,,,
HANWHA,한화_가입설계서_2511.pdf,,35,허혈성심장질환수술비(수술1회당),500만원,"2,400원",100세만기 / 20년납,,,
HANWHA,한화_가입설계서_2511.pdf,,36,상해입원비(1일이상180일한도),1만원,"1,809원",100세만기 / 20년납,,,
HANWHA,한화_가입설계서_2511.pdf,,37,질병입원비(1일이상180일한도),1만원,"7,845원",100세만기 / 20년납,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,1,일반상해후유장해(80%이상),"1,000만원",130,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,2,질병후유장해(80%이상)(감액없음),100만원,147,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,3,보험료 납입면제대상보장(6대질병진단 및 상해·질병후유장해(80%이상)),10만원,33,20년납 20년만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,4,일반상해사망,"1,000만원",630,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,5,질병사망(감액없음),"1,000만원","6,880",20년납 80세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,6,일반상해후유장해(3~100%),"1,000만원",800,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,7,골절진단비(치아파절제외),10만원,628,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,8,화상진단비,10만원,49,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,9,뇌졸중진단비,"1,000만원","8,890",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,10,허혈성심질환진단비,"1,000만원","6,110",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,11,주요심장염증질환진단비,100만원,76,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,12,뇌혈관질환진단비,"1,000만원","9,370",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,13,심장판막협착증(대동맥판막)진단비,100만원,105,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,14,뇌출혈진단비,"1,000만원","2,000",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,15,특정심혈관질환(기타심장부정맥)진단비Ⅲ,100만원,270,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,16,특정심혈관질환(기타심장부정맥제외)진단비Ⅲ,100만원,"1,076",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,17,심근병증(허혈성제외)진단비,100만원,193,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,18,뇌졸중 혈전용해치료비(1회한),200만원,184,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,19,특정허혈성심질환 혈전용해치료비(1회한),200만원,42,20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,20,암진단비(유사암제외),"3,000만원","35,730",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,21,유사암진단비,600만원,"1,020",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,22,재진단암Ⅲ진단비,"1,000만원","32,790",20년납 100세만기,,,
HEUNGKUK,흥국_가입설계서_2511.pdf,,23,고액치료비암진단비,"1,000만원","1,790",20년납 100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,1,기본계약(상해사망),1천만원,448,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,2,기본계약(상해후유장해),1천만원,550,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,3,보험료납입면제대상담보,10만원,35,전기납20년만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,4,골절진단(치아파절제외)담보,10만원,629,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,5,화상진단담보,10만원,79,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,6,상해입원일당(1-180일)담보,1만원,"1,319",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,7,상해수술담보,10만원,600,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,8,질병사망담보,1천만원,"7,354",20년납80세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,9,암진단Ⅱ(유사암제외)담보,3천만원,"35,256",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,10,유사암진단Ⅱ담보,6백만원,"1,248",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,11,고액치료비암진단담보,1천만원,"2,078",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,12,재진단암진단Ⅱ담보,1천만원,"16,001",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,13,뇌출혈진단담보,1천만원,"1,557",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,14,뇌졸중진단담보,1천만원,"6,548",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,15,뇌혈관질환진단담보,1천만원,"9,881",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,16,허혈심장질환진단담보,1천만원,"7,857",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,17,"심혈관질환(특정Ⅰ,I49제외)진단담보",1백만원,926,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,18,심혈관질환(I49)진단담보,1백만원,211,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,19,심혈관질환(주요심장염증)진단담보,1백만원,52,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,20,심혈관질환(특정Ⅱ)진단담보,1백만원,299,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,21,심혈관질환(특정2대)진단담보,1백만원,703,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,22,심혈관질환(대동맥판막협착증)진단담보,1백만원,158,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,23,심혈관질환(심근병증)진단담보,1백만원,293,20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,24,항암약물치료Ⅱ담보,3백만원,"1,791",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,25,항암방사선치료Ⅱ담보,3백만원,"1,083",20년납100세만기,,,
HYUNDAI,현대_가입설계서_2511.pdf,,26,표적항암약물허가치료(갱신형)담보,1천만원,241,전기납10년만기갱신(최대100세),,(갱신형),
HYUNDAI,현대_가입설계서_2511.pdf,,27,카티(CAR-T)항암약물허가치료(연간1회한)(갱신형)담보,1천만원,37,전기납10년만기갱신(최대100세),,(갱신형),
KB,KB_가입설계서.pdf,NULL,1,일반상해사망(기본),1천만원,700,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,2,일반상해후유장해(20~100%)(기본),1천만원,300,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,3,보험료납입면제대상보장(8대기본),10만원,36,20년,20년,NULL,NULL
KB,KB_가입설계서.pdf,NULL,5,일반상해후유장해(3%~100%),1천만원,650,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,8,질병사망,1천만원,7460,20년,80세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,70,암진단비(유사암제외),3천만원,36420,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,72,10대고액치료비암진단비,1천만원,6640,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,74,유사암진단비,6백만원,870,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,85,재진단암진단비,1천만원,22510,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,91,뇌혈관질환진단비,1천만원,10060,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,93,뇌졸중진단비,1천만원,8010,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,95,뇌출혈진단비,1천만원,1820,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,97,심장질환(특정Ⅰ) 진단비,1백만원,951,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,98,심장질환(특정Ⅱ) 진단비,1백만원,356,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,101,허혈성심장질환진단비,1천만원,6470,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,105,부정맥질환(Ⅰ49)진단비,1백만원,612,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,108,심근병증진단비,1백만원,240,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,109,심장판막협착증(대동맥판막)진단비,1백만원,150,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,152,골절진단비Ⅱ(치아파절제외),10만원,543,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,159,화상진단비,10만원,58,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,161,질병수술비,10만원,1596,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,202,암수술비(유사암제외),5백만원,7360,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,205,유사암수술비,30만원,44,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,206,다빈치로봇 암수술비(갑상선암 및 전립선암 제외)(최초1회한)(갱신형),1천만원,260,10년갱신,100세,갱신형,NULL
KB,KB_가입설계서.pdf,NULL,207,다빈치로봇 갑상선암 및 전립선암수술비(최초1회한)(갱신형),2백만원,11,10년갱신,100세,갱신형,NULL
KB,KB_가입설계서.pdf,NULL,209,뇌혈관질환수술비,5백만원,885,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,213,허혈성심장질환수술비,5백만원,1760,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,227,상해수술비,10만원,420,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,256,항암방사선치료비,3백만원,1587,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,257,항암약물치료비,3백만원,2316,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,278,표적항암약물허가치료비(3대특정암)(최초1회한)Ⅱ(갱신형),1천만원,35,10년갱신,100세,갱신형,NULL
KB,KB_가입설계서.pdf,NULL,279,표적항암약물허가치료비(림프종·백혈병 관련암)(최초1회한)Ⅱ(갱신형),1천만원,57,10년갱신,100세,갱신형,NULL
KB,KB_가입설계서.pdf,NULL,280,표적항암약물허가치료비(3대특정암 및 림프종·백혈병 관련암 제외)(최초1회한)Ⅱ(갱신형),1천만원,25,10년갱신,100세,갱신형,NULL
KB,KB_가입설계서.pdf,NULL,283,특정항암호르몬약물허가치료비(최초1회한)Ⅱ(갱신형),50만원,3,10년갱신,100세,갱신형,NULL
KB,KB_가입설계서.pdf,NULL,291,카티(CAR-T)항암약물허가치료비(연간1회한)(갱신형),1천만원,6,10년갱신,100세,갱신형,NULL
KB,KB_가입설계서.pdf,NULL,380,혈전용해치료비Ⅱ(최초1회한)(특정심장질환) 보장,2백만원,76,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,381,혈전용해치료비Ⅱ(최초1회한)(뇌졸중) 보장,2백만원,262,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,477,질병입원일당(1일이상),1만원,5680,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,490,상해입원일당(1일이상)Ⅱ,1만원,1435,20년,100세,NULL,NULL
KB,KB_가입설계서.pdf,NULL,503,암직접치료입원일당(요양제외1일이상180일한도),2만원,1514,20년,100세,NULL,NULL
LOTTE,롯데_가입설계서(남)_2511.pdf,남,1,상해후유장해(3~100%),"3,000만원","1,410",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,2,상해사망,"1,000만원",810,20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,3,질병사망,"1,000만원","16,190",20년/80세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,4,일반암진단비Ⅱ,"3,000만원","82,290",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,5,갑상선암·기타피부암·유사암진단비,600만원,"1,590",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,6,재진단암진단비,"1,000만원","39,420",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,7,고액치료비암진단비,"1,000만원","3,760",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,8,일반암수술비(1회한),500만원,"12,000",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,9,갑상선암·기타피부암·유사암수술비(매회),30만원,72,20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,10,항암방사선치료비,300만원,"1,380",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,11,항암약물치료비,300만원,"2,082",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,12,다빈치로봇암수술비(갑상선암및전립선암제외)(최초1회 한)(갱신형),"1,000만원","1,220",10년/10년 갱신,,갱신,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,13,다빈치로봇갑상선암및전립선암수술비(최초1회한)(갱신 형),200만원,323,10년/10년 갱신,,갱신,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,14,표적항암약물허가치료비(유방암및비뇨생식기암)(1회 한)(갱신형),"1,000만원",338,10년/10년 갱신,,갱신,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,15,표적항암약물허가치료비(3대주요기관암)(1회한)(갱신 형),"1,000만원","1,680",10년/10년 갱신,,갱신,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,16,표적항암약물허가치료비(림프종및백혈병관련암)(1회 한)(갱신형),"1,000만원",260,10년/10년 갱신,,갱신,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,17,"표적항암약물허가치료비(13대특정암,갑상선암및기타피 부암)(1회한)(갱신형)","1,000만원",125,10년/10년 갱신,,갱신,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,18,카티(CAR-T)항암약물허가치료비(1회한)(갱신형),"1,000만원",36,10년/10년 갱신,,갱신,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,19,암직접입원비(요양병원제외)(1일-120일),2만원,"2,872",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,20,뇌혈관질환진단비,"1,000만원","24,950",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,21,뇌졸중진단비,"1,000만원","19,320",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,22,뇌출혈진단비,"1,000만원","3,500",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,23,뇌경색증(I63) 혈전용해치료비,200만원,304,20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,24,허혈성심장질환진단비,"1,000만원","14,420",20년/100세,,,
LOTTE,롯데_가입설계서(남)_2511.pdf,남,25,급성심근경색증(I21) 혈전용해치료비,200만원,52,20년/100세,,,
