ins_cd,insurer_name,coverage_name_raw,occurrence_count,cause_codes,effect_codes,recommended_action,notes
N01,SAMSUNG,유사암 진단비(갑상선암)(1년50%),1,C1_NO_EXCEL_ENTRY|C3_SUBCATEGORY_SPLIT,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE|E5_STRUCTURAL_DIFFERENCE,ADD_EXCEL_ROW_WITH_NOTE,가입설계서 1회 출현; Excel no entry in N05; 하위 담보: 유사암 진단비(갑상선암)(1년50%)
N01,SAMSUNG,유사암 진단비(경계성종양)(1년50%),1,C1_NO_EXCEL_ENTRY|C3_SUBCATEGORY_SPLIT,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE|E5_STRUCTURAL_DIFFERENCE,ADD_EXCEL_ROW_WITH_NOTE,가입설계서 1회 출현; Excel no entry in N05; 하위 담보: 유사암 진단비(경계성종양)(1년50%)
N01,SAMSUNG,유사암 진단비(기타피부암)(1년50%),1,C1_NO_EXCEL_ENTRY|C3_SUBCATEGORY_SPLIT,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE|E5_STRUCTURAL_DIFFERENCE,ADD_EXCEL_ROW_WITH_NOTE,가입설계서 1회 출현; Excel no entry in N05; 하위 담보: 유사암 진단비(기타피부암)(1년50%)
N01,SAMSUNG,유사암 진단비(대장점막내암)(1년50%),1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
N01,SAMSUNG,유사암 진단비(제자리암)(1년50%),1,C1_NO_EXCEL_ENTRY|C3_SUBCATEGORY_SPLIT,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE|E5_STRUCTURAL_DIFFERENCE,ADD_EXCEL_ROW_WITH_NOTE,가입설계서 1회 출현; Excel no entry in N05; 하위 담보: 유사암 진단비(제자리암)(1년50%)
N01,SAMSUNG,제자리암 수술비,1,C1_NO_EXCEL_ENTRY|C3_SUBCATEGORY_SPLIT,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE|E5_STRUCTURAL_DIFFERENCE,ADD_EXCEL_ROW_WITH_NOTE,가입설계서 1회 출현; Excel no entry in N05; 하위 담보: 제자리암 수술비
N01,SAMSUNG,질병 사망,1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
N01,SAMSUNG,질병 입원 수술비Ⅱ(당일입원 제외),1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
N01,SAMSUNG,질병 입원일당(1일이상),1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
N01,SAMSUNG,질병 통원 수술비Ⅱ(외래 및 당일입원),1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
N01,SAMSUNG,특정3대심장질환 진단비(1년50%),1,C1_NO_EXCEL_ENTRY|C5_NEW_OR_SPECIAL_COVERAGE,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05; 특수 담보: 특정3대심장질환 진단비(1년50%)
N01,SAMSUNG,항암방사선·약물 치료비Ⅲ(기타피부암 및 갑상선암),1,C1_NO_EXCEL_ENTRY|C3_SUBCATEGORY_SPLIT,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE|E5_STRUCTURAL_DIFFERENCE,ADD_EXCEL_ROW_WITH_NOTE,가입설계서 1회 출현; Excel no entry in N05; 하위 담보: 항암방사선·약물 치료비Ⅲ(기타피부암 및 갑상선암)
N01,SAMSUNG,항암방사선·약물 치료비Ⅲ(암(기타피부암 및 갑상선암 제외)),1,C1_NO_EXCEL_ENTRY|C3_SUBCATEGORY_SPLIT,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE|E5_STRUCTURAL_DIFFERENCE,ADD_EXCEL_ROW_WITH_NOTE,가입설계서 1회 출현; Excel no entry in N05; 하위 담보: 항암방사선·약물 치료비Ⅲ(암(기타피부암 및 갑상선암 제외))
N01,SAMSUNG,허혈성심장질환 진단비(1년50%),1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
N01,SAMSUNG,혈전용해 치료비(급성심근경색증),1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
N01,SAMSUNG,혈전용해 치료비(뇌경색증),1,C1_NO_EXCEL_ENTRY,E1_COMPARISON_POSSIBLE|E3_EXPLANATION_REQUIRED|E4_MAPPING_EXPANSION_CANDIDATE,ADD_EXCEL_ROW,가입설계서 1회 출현; Excel no entry in N05
